,Video Id,Title,Description,Category
142,ikrNxsTSnpI,What if Kitchens Disappeared? + more videos | #aumsum #kids #children #education #whatif,"What if Kitchens Disappeared? Firstly, if Kitchens disappeared, people who love to cook would be extremely disappointed. Secondly, if Kitchens disappeared, ...",Education
143,71YvBlVXZYI,Blippi Explores a Go Kart | Vehicle Videos For Kids | Educational Videos For Kids,Thanks for watching this Blippi play and learn video with Blippi's songs for toddlers and videos for toddlers. More educational fun for kids with Blippi: ...,Education
144,rY2fXMG2UDc,Wash You Hands You Dirty Pig | Sex Education Scene,Wash your hands you dirty pig has already become an iconic line. This is the full scene from Sex Education. Sex Education Season 2 - Now Streaming on Netflix ...,Education
145,1ib71Ia5Mho,First Look At Sex Education Season 3: &quot;Massive&quot; Ending and Crazy Scandals! |⭐ OSSA,"The wait for Sex Education Season 3 has been too long! Although fans still have to wait another while, at least the release date has officially been confirmed ...",Education
146,U8iy5zvXhJc,ENGLISH SPEECH | SHAKIRA: Education Changes the World (English Subtitles),"Learn English with Shakira. The pop star, who has been championing children's right to education through her Barefoot Foundation, shared the significant ...",Education
147,L4oGpvxHA7Q,"Education: Meaning, Definition, Nature &amp; Aims Objectives | Teaching Aptitude| NTA UGC NET 2020",In this lecture I have discussed about the Education: Meaning Definition Nature Aims Objectives which is important topic for UGC NET Paper 1 from Teaching ...,Education
148,Oc0-OBxgY6g,"🐆 African Penguin habitat, underwater viewing &amp; education center | Abuya Zoo | Ep 2","African Penguin habitat, underwater viewing & education center | Abuya Zoo | Ep 2 | Africa Pack DLC | Sandbox | Speed build | New Zoo | In this episode, we ...",Education
149,riUc4xf7Vlw,New is a New Zealand Education,Hear from international students in New Zealand about why the world needs New. Want to learn more about studying in New Zealand? Check out ...,Education
150,RkWPJxGWLaM,REET 2021 Live Class &quot;बाल विकास&quot; Part-2 | Education Psychology By Dr. Vandana Jadon Ma&#39;am,"REET 2021 Live Class ""बाल विकास"" Part-2 | Education Psychology By Dr. Vandana Jadon Ma'am Topper's Test Series Test-32 Time   7PM, Wednesday 23 ...",Education
151,_prIP9ieJ3k,Octonauts - The Mysterious Map | Cartoons for Kids | Underwater Sea Education,"Want to join our next mission? Subscribe: http://goo.gl/DzwvWv The Octonauts are an adventure team who explore the world's oceans, rescue the creatures who ...",Education
152,7AvRuvPaumw,"SEX EDUCATION Official Trailer (2019) Asa Butterfield, Gillian Anderson, Netflix Movie HD","SEX EDUCATION Official Trailer (2019) Asa Butterfield, Gillian Anderson, Netflix Teen Comedy Series HD © 2018 - Netflix Comedy, Kids, Family and Animated ...",Education
153,udIPCgoKLZ0,Minister of Higher Education Blade Nzimande releases results on the impact of COVID-19 on students,Higher Education and Training Minister Dr. Blade Nzimande releases the results of a study on the impact of covid-19 on students in the post-school education ...,Education
154,r8-6Z1Efgzg,Human Digestive System in VR!!! | Education in 360,Have you ever wondered what happens to food once we've eaten it? Take an amazing 360 VR journey through the body and find out what happens to your food ...,Education
155,WVFB8MQODUw,What if Venus Disappeared? + more videos | #aumsum #kids #children #education #whatif,"What if Venus Disappeared? Firstly, if Venus disappeared, the Roman Goddess of love and beauty after whom Venus is named would surely be disappointed.",Education
156,LwnnMdnuil8,What if Rats Disappeared? + more videos | #aumsum #kids #science #education #children,"What if Rats Disappeared? Firstly, if Rats disappeared, Tom and Jerry show will have to definitely shut down. Secondly, Rats love to eat cheese without making ...",Education
157,q1N5FkMabEY,How does a 3D Printer Work? + more videos | #aumsum #kids #science #education #children,"How does a 3D Printer Work? A 3D printer uses a method called fused deposition modeling. In this method a 3D model is printed from the bottom up, one layer ...",Education
158,2fOWFfpLYW0,Blippi Visits The Aquarium | Educational Fish and Animals for Kids and Toddlers,Blippi visits behind the scenes of the aquarium. Blippi learns about fish and animals for kids at the aquarium. Watch Blippi feeds some healthy food to a sea turtle ...,Education
159,YPHleeZWJqc,What if Sunday Disappeared? + more videos | #aumsum #kids #children #education #whatif,"What if Sunday Disappeared? Firstly, if Sunday disappeared, people who love to work without a break may get very happy. Secondly, if Sunday disappeared, ...",Education
160,J7qNMnq8RXI,Blippi Visits The Zoo - Learning Animals For Kids | Educational Videos For Children,Blippi is at Woodland Park Zoo in Seattle visiting some amazing animals! Join Blippi as he meets some friends at the zoo. In this brand new Blippi episode for ...,Education
161,rY2fXMG2UDc,Wash You Hands You Dirty Pig | Sex Education Scene,Wash your hands you dirty pig has already become an iconic line. This is the full scene from Sex Education. Sex Education Season 2 - Now Streaming on Netflix ...,Education
162,L4oGpvxHA7Q,"Education: Meaning, Definition, Nature &amp; Aims Objectives | Teaching Aptitude| NTA UGC NET 2020",In this lecture I have discussed about the Education: Meaning Definition Nature Aims Objectives which is important topic for UGC NET Paper 1 from Teaching ...,Education
163,mdPW7g58c7g,Teaching the Future of Education | GCU,"Earn a Master's degree in Education Administration from Grand Canyon University, so you can advance your career and impact the future of your students.",Education
164,9VBed5RcjCI,The Fight for our Children’s Education; Not Extreme Indoctrination,"Although, Governor DeSantis banned critical race theory from being taught in Florida schools, it's not technically a law until it gets approved by the Senate.",Education
165,JD5NLkkQ8Sw,PSI Translation | Translation Skills ||ಭಾಷಾಂತರ ಮಾಡುವುದು ಬಹಳ ಸರಳ ||PART-06|CLASSIC EDUCATION,PSI Translation | Translation Skills ||ಭಾಷಾಂತರ ಮಾಡುವುದು ಬಹಳ ಸರಳ ||PART-06|CLASSIC EDUCATION.,Education
166,zZ5Cae4wV8c,Why do Volcanoes Erupt? + more videos | #aumsum #kids #science #education #children,Why do Volcanoes Erupt? Deep inside the Earth temperatures are so high that some rocks start melting. Now as the rocks melt their mass remains the same but ...,Education
167,-kwFw-UrX6E,Police Car cartoon for kids 🚔 Educational songs for children | HeyKids,Police Car song lyrics ------------------------------------- The Police Car's here If we wanna cross the road We look left and right The cars stop and go When we need ...,Education
168,m-5jmlrArdU,#TGT_PGT_EXAM || अन्तिम 40 दिनों की रणनीति || Leguminosae  || Team Education India,,Education
169,O1PnPqy1p7o,1 Hour of Blippi Educational Videos for Toddlers | Learn Fruit for Kids and More!,Blippi brings you on a Blippi compilation video of fun educational videos for children. Blippi makes educational videos for toddlers where your children will learn ...,Education
170,8uDahpuiebE,Blippi&#39;s Indoor Playground Learning | Educational Videos For Kids,"Two Hours of Blippi Learning Fun! Where is Blippi today? Join Blippi as he visits the Funtastic Playtorium at Tacoma Mall, WA. Blippi explores the indoor play ...",Education
171,rRvsHXGlO9U,Learning About The Planet With Blippi | Educational Videos For Kids,Blippi's Earth Day Movie is here! Join Blippi as he visits multiple locations on his great green adventure! We love our Earth so lets do all we can to protect it!,Education
172,Sm9jvRvZrK0,How do Earthworms Move? + more videos | #aumsum #kids #science #education #children,How do Earthworms Move? They never move!! They just sit in one place!! Oh AumSum!! In order to move forward an Earthworm first extends the front part of its ...,Education
173,AKP7Ask529Q,Would You Rather? WORKOUT - At Home Family Fun Fitness Activity - Physical Education - Brain Break,Would You Rather is fitness fun! Great activity for the whole family. Excellent brain break activity ! Find more activities @Fix and Play ​,Education
174,1jLx0cjOk-0,Harvard Graduate School of Education Virtual Commencement Ceremony | #HGSE21,"HGSE's virtual ceremony for all programs includes a speech by the 2021 HGSE Student Speech Competition winner, the recognition of the 2021 HGSE Student ...",Education
175,LLsqo5THFAE,Learning With Blippi At An Indoor Playground For Kids | Educational Videos For Toddlers,"Blippi makes educational videos for kids, and in this Blippi playground compilation Blippi will help your children learn colors and more! Crawl through tubes ...",Education
176,yfEDjSEDRO4,What if Crows Disappeared? + more videos | #aumsum #kids #children #education #whatif,"What if Crows Disappeared? Firstly, Crows consume tons of waste each year, if Crows disappeared, diseases as well as bad odor may spread more rapidly.",Education
177,CkNV6Bv4ibM,A Blippi Compilation of Educational Videos for Toddlers | Sink or Float and more!,"This 1.5 hour Blippi compilation brings you multiple fun educational videos for toddlers. The first Blippi video is a fun science experiment for children, called ...",Education
178,Pzr_ShqcBGM,LEGO Education in Collaboration with NASA Introduce - Build to Launch: A STEAM Exploration Series,#BuildtoLaunch #NASA #LEGOeducation.,Education
179,T95JxkPNDrU,Education nationale - Palmashow,"""Education nationale"" est un sketch extrait de la folle soirée du Palmashow 2 sur D8. Retrouve les vidéos de toutes les séries du Palmashow: - Les épisodes ...",Education
180,VT-bbBqMuf0,LIVE | AP Education Minister Adimulapu Suresh Press Meet on Exams | hmtv,LIVE | AP Education Minister Adimulapu Suresh Press Meet on Exams | hmtv #AdimulapuSuresh #APExams #hmtv ▻ Watch hmtv Live ...,Education
181,UAOTWYppb8Q,Tons of Great Educational Toys for Toddlers!,"Best Learning Compilation Video for Babies & Kids: Preschool Learning Toys to Teach Babies, Kids and Toddlers! Half Hour Long educational video for babies!",Education
182,n9KPEiPknGI,REET 2021 Live Class &quot;बाल विकास&quot; Part-1 | Education Psychology By Dr. Vandana Jadon Ma&#39;am,"REET 2021 Live Class ""बाल विकास"" Part-1 | Education Psychology By Dr. Vandana Jadon Ma'am Playlist REET 2021 Psychology Classes | Education ...",Education
183,9o6kVsH6ki0,Easy DIY Art Experiments at Crayola Experience | Color Education for Children,"Ellie is on a class trip learning easy DIY Art Experiments at the Crayola Experience in Easton, PA. Let's use our favorite Crayola crayons and markers in this ...",Education
