ref,categorie,title,price,tags,description,image
 N7424213,necklaces,Panthère de Cartier necklace,77500.0,"yellow gold, emeralds, onyx, diamonds.","Panthère de Cartier necklace, 18K yellow gold, set with 309 brilliant-cut diamonds totaling 3.24 carats, emerald eyes, onyx.",/content/dam/rcq/car/13/61/62/9/1361629.png
 H7000013,necklaces,Panthère de Cartier necklace,103000.0,"white gold, emeralds, onyx, diamonds","Panthère de Cartier necklace, 18K white gold, set with 614 brilliant-cut diamonds (4.23 carats), emeralds and onyx.",/content/dam/rcq/car/13/61/43/7/1361437.png
 HP700855,necklaces,Panthère de Cartier necklace,126000.0,"white gold, emeralds, ceramic, onyx, diamonds","Panthère de Cartier necklace, 18K white gold, black ceramic, set with 633 brilliant-cut diamonds totaling 6.05 carats. Emeralds, onyx.",/content/dam/rcq/car/58/88/86/588886.png
 H7000030,necklaces,Panthère de Cartier necklace,202000.0,"white gold, emeralds, onyx, diamonds","Panthère de Cartier necklace, 18K white gold set with 817 brilliant-cut diamonds totaling 5.92 carats and five emeralds, onyx.",/content/dam/rcq/car/13/65/78/1/1365781.png
 B7015500,necklaces,Caresse d'Orchidées par Cartier necklace,3050.0,"pink gold, diamond","Caresse d'Orchidées par Cartier necklace, medium model, 18K pink gold, set with 1 brilliant-cut diamond of 0.02 carat.",/content/dam/rcq/car/13/61/35/5/1361355.png
 H7000080,necklaces,Les Oiseaux Libérés necklace,200000.0,"pink gold, tsavorite garnet, spessartite garnet, mother-of-pearl, brown diamonds, yellow diamonds, orange diamonds, diamonds","Les Oiseaux Libérés necklace, 18K pink gold, gray mother-of-pearl, tsavorite garnet, mandarin garnet, 3 briolette-cut brown diamonds, set with 861 brilliant-cut white diamonds totaling 6.63 carats and 93 brilliant-cut yellow, brown and orange diamonds totaling 0.80 carats.",/content/dam/rcq/car/13/61/48/3/1361483.png
 H3000008,necklaces,Les Oiseaux Libérés necklace,228000.0,"white gold, emeralds, mother-of-pearl, diamonds","Les Oiseaux Libérés necklace, 18K white gold, gray mother-of pearl, emeralds, emerald beads, set with 477 brilliant-cut diamonds totaling 3.21 carats.",/content/dam/rcq/car/13/61/42/9/1361429.png
 H3000006,necklaces,Les Oiseaux Libérés necklace,263000.0,"white gold, rubies, emeralds, mother-of-pearl, diamonds","Les Oiseaux Libérés necklace, 18K white gold, gray mother-of pearl, emeralds, ruby beads, set with 477 brilliant-cut diamonds totaling 3.21 carats.",/content/dam/rcq/car/13/61/42/7/1361427.png
 HP300100,necklaces,Les Oiseaux Libérés necklace,263000.0,"white gold, emeralds, sapphire, mother-of-pearl, diamonds","Les Oiseaux Libérés necklace - 18K white gold, 5 emerald drops, mother-of-pearl beaks, sapphire eye, emerald eye, 899 brilliant-cut diamonds totaling 6.49 carats.",/content/dam/rcq/car/13/65/95/4/1365954.png
 HP701146,necklaces,Faune et Flore de Cartier necklace,331000.0,"platinum, emeralds, diamonds","Necklace - platinum, emeralds, one 0.13-carat tapered diamond, 662 brilliant-cut diamonds totaling 14.00 carats.",/content/dam/rcq/car/13/61/54/2/1361542.png
 H7000087,necklaces,Paris Nouvelle Vague necklace,106000.0,"pink gold, diamonds","Paris Nouvelle Vague necklace, 18K pink gold, set with 114 diamonds totaling 5.27 carats.",/content/dam/rcq/car/90/23/92/902392.png
 B7218200,necklaces,Trinity necklace,1300.0,"white gold, yellow gold, pink gold","Trinity necklace, 18K white gold, 18K pink gold, 18K yellow gold, pink gold chain. Inner diameter: 7.3 mm. Neck size: 36-38-40.",/content/dam/rcq/car/13/61/37/5/1361375.png
 B7224574,necklaces,Trinity necklace,1460.0,"white gold, yellow gold, pink gold","Trinity necklace, 18K white gold, 18K pink gold, 18K yellow gold, pink gold chain. Inner diameter: 10.7 mm. Neck size: 39-42.",/content/dam/rcq/car/14/65/15/8/1465158.png
 B7223500,necklaces,Trinity necklace,1970.0,"white gold, yellow gold, pink gold, diamond","Trinity necklace, 18K white gold, 18K rose gold, 18K yellow gold, set with 1 brilliant-cut diamonds totaling 0.04 carats, rose gold chain. Inner diameter 7.3mm.",/content/dam/rcq/car/13/61/39/5/1361395.png
 B3041200,necklaces,Trinity necklace,2220.0,"white gold, yellow gold, pink gold","Trinity necklace, medium model, 18K white gold, 18K rose gold, 18K yellow gold. Comes on a cord. Inner diameter 19.4mm.",/content/dam/rcq/car/59/15/96/591596.png
 B7058800,necklaces,Trinity necklace,2270.0,"white gold, yellow gold, pink gold","Trinity necklace, 18K yellow gold, 18K pink gold, 18K white gold.",/content/dam/rcq/car/13/61/36/0/1361360.png
 B7058700,necklaces,Trinity necklace,2910.0,"white gold, yellow gold, pink gold, diamonds","Trinity necklace, 18K white gold, 18K pink gold, 18K yellow gold, set with 5 brilliant-cut diamonds totaling 0.06 carats, pink gold chain. Width: 1.8 mm. Inner diameter: 13.4 mm.",/content/dam/rcq/car/13/61/35/9/1361359.png
 B7224900,necklaces,Trinity necklace,3100.0,"white gold, yellow gold, pink gold, diamond","Trinity necklace, 18K white gold, 18K pink gold, 18K yellow gold, set with 1 brilliant-cut diamond totaling 0.18 carats, pink gold chain. Inner diameter: 4.75 mm. Adjustable chain length: 38-41 cm.",/content/dam/rcq/car/13/61/42/0/1361420.png
 B7224577,necklaces,Trinity necklace,3750.0,"white gold, yellow gold, pink gold","Trinity de Cartier chain long necklace, 18K white gold, 18K pink gold, 18K yellow gold.",/content/dam/rcq/car/16/26/62/0/1626620.png
 B7224532,necklaces,Trinity necklace,4500.0,"white gold, diamonds, ceramic","Trinity necklace, 18K white gold, black ceramic, set with 14 brilliant-cut diamonds totaling 0.21 carats.",/content/dam/rcq/car/13/61/41/1/1361411.png
 B3045500,necklaces,Trinity necklace,5100.0,"white gold, ceramic, diamonds","Trinity necklace, small model, 18K white gold, black ceramic, set with 44 brilliant-cut diamonds totaling 0.19 carats. Inner diameter 15.4mm.",/content/dam/rcq/car/13/61/33/1/1361331.png
 B7058500,necklaces,Trinity necklace,6950.0,"white gold, yellow gold, pink gold, diamonds","Trinity necklace, 18K white gold, 18K rose gold, 18K yellow gold, set with 53 brilliant-cut diamonds totaling 0.22 carats, rose gold chain. Inner diameter 13.4mm.",/content/dam/rcq/car/13/61/35/8/1361358.png
 N3027000,necklaces,Trinity necklace,18200.0,"white gold, yellow gold, pink gold, diamonds","Trinity necklace, medium model, 18K white gold, 18K pink gold, 18K yellow gold, set with 144 brilliant-cut diamonds totaling 1.16 carats. Sold on a cord.",/content/dam/rcq/car/13/61/55/3/1361553.png
 N3108500,necklaces,Trinity necklace,18300.0,"white gold, ceramic, diamonds","Trinity necklace, very large model, 18K white gold, black ceramic, set with 166 brilliant-cut diamonds totaling 0.82 carat.",/content/dam/rcq/car/13/61/55/8/1361558.png
 B7219200,necklaces,Logo necklace,2010.0,"pink gold, diamonds","Double C de Cartier necklace, 18K pink gold, set with 5 brilliant-cut diamonds totaling 0.02 carat.",/content/dam/rcq/car/13/61/37/9/1361379.png
 B7219300,necklaces,Logo necklace,3250.0,"pink gold, diamonds","Double C de Cartier necklace, 18K pink gold, set with 37 brilliant-cut diamonds totaling 0.10 carat.",/content/dam/rcq/car/13/61/38/0/1361380.png
 N7413100,necklaces,C de Cartier necklace,32000.0,"white gold, diamonds","C de Cartier necklace, 18K white gold, set with 133 brilliant-cut diamonds totaling 3.71 carats.",/content/dam/rcq/car/13/66/42/7/1366427.png
 B7224516,necklaces,Diamants Légers necklace XS,890.0,"pink gold, diamond","Diamants Légers necklace, 18K pink gold, set with a brilliant-cut diamond of 0.04 carats.",/content/dam/rcq/car/13/61/40/4/1361404.png
 B7224517,necklaces,Diamants Légers necklace XS,890.0,"yellow gold, diamond","Diamants Légers necklace, 18K yellow gold, set with a brilliant-cut diamond of 0.04 carats.",/content/dam/rcq/car/13/61/40/5/1361405.png
 B7218400,necklaces,Saphirs Légers de Cartier necklace,1030.0,"pink gold, pink sapphire","Saphirs Légers de Cartier necklace, 18K pink gold, set with a pink sapphire.",/content/dam/rcq/car/13/61/37/6/1361376.png
 B7215700,necklaces,"Diamants Légers necklace, SM",1290.0,"pink gold, diamond","Diamants Légers necklace, small model, 18K pink gold, set with a brilliant-cut diamond of 0.09 carat.",/content/dam/rcq/car/13/55/81/6/1355816.png
 B7215800,necklaces,"Diamants Légers necklace, SM",1290.0,"yellow gold, diamond","Diamants Légers necklace, small model, 18K yellow gold, set with a brilliant-cut diamond of 0.09 carat.",/content/dam/rcq/car/13/55/81/7/1355817.png
 B7215900,necklaces,"Diamants Légers necklace, SM",1380.0,"white gold, diamond","Diamants Légers necklace, small model, 18K white gold, set with a brilliant-cut diamond of 0.09 carats.",/content/dam/rcq/car/13/55/81/8/1355818.png
 B7215500,necklaces,"Diamants Légers necklace, LM",2390.0,"yellow gold, diamond","Diamants Légers necklace, large model, 18K yellow gold, set with a brilliant-cut diamond of 0.18 carat.",/content/dam/rcq/car/13/61/37/3/1361373.png
 B7215600,necklaces,"Diamants Légers necklace, LM",2390.0,"pink gold, diamond","Diamants Légers necklace, large model, 18K pink gold, set with a brilliant-cut diamond of 0.18 carat.",/content/dam/rcq/car/13/65/87/4/1365874.png
 B7215400,necklaces,"Diamants Légers necklace, LM",2550.0,"white gold, diamond","Diamants Légers necklace, large model, 18K white gold, set with a brilliant-cut diamond of 0.18 carat.",/content/dam/rcq/car/13/61/37/2/1361372.png
 B3045700,necklaces,Etincelle de Cartier necklace,4800.0,"pink gold, diamonds","Etincelle de Cartier necklace, 18K pink gold, set with 32 brilliant-cut diamonds totaling 0.14 carats.",/content/dam/rcq/car/13/61/33/2/1361332.png
 B7224570,necklaces,Etincelle de Cartier necklace,4900.0,"pink gold, diamonds","Etincelle de Cartier necklace, 18K pink gold, set with 12 brilliant-cut diamonds totaling 0.45 carats.",/content/dam/rcq/car/14/37/85/7/1437857.png
 B3045800,necklaces,Etincelle de Cartier necklace,5100.0,"white gold, diamonds","Etincelle de Cartier necklace, 18K white gold, set with 32 brilliant-cut diamonds totaling 0.14 carats.",/content/dam/rcq/car/13/61/33/3/1361333.png
 B7224571,necklaces,Etincelle de Cartier necklace,5250.0,"white gold, diamonds","Etincelle de Cartier necklace, 18K white gold, set with 12 brilliant-cut diamonds totaling 0.45 carats.",/content/dam/rcq/car/14/37/85/8/1437858.png
 N7424283,necklaces,Reflection de Cartier necklace,11200.0,"white gold, diamonds","Reflection de Cartier necklace, 18K white gold, set with 1 troidia-cut diamond of 0.22 carat, 1 princess-cut diamond of 0.23 carat and 5 baguette-cut diamonds totaling 0.36 carat.",/content/dam/rcq/car/16/43/53/5/1643535.png
 N7424322,necklaces,Etincelle de Cartier necklace,12800.0,"pink gold, diamonds","Étincelle de Cartier necklace, 18K pink gold, set with 97 brilliant-cut pavé diamonds totaling 1.16 carats.",/content/dam/rcq/car/18/11/98/1/1811981.png
 N7424287,necklaces,Etincelle de Cartier necklace,13700.0,"white gold, diamonds","Etincelle de Cartier necklace, 18K white gold, set with 97 brilliant-cut pavé diamonds totaling 1.17 carats",/content/dam/rcq/car/16/48/37/1/1648371.png
 N3108600,necklaces,Etincelle de Cartier necklace,16300.0,"white gold, diamonds","Etincelle de Cartier necklace, 18K white gold, set with 140 brilliant-cut diamonds totaling 1.15 carats.",/content/dam/rcq/car/13/61/55/9/1361559.png
 N7424151,necklaces,Essential Lines necklace,49200.0,"pink gold, diamonds","Essential Lines necklace, 18K pink gold, set with 135 brilliant-cut diamonds totaling 7.41 carats.",/content/dam/rcq/car/13/61/59/7/1361597.png
 N7424235,necklaces,Essential Lines necklace,65000.0,"white gold, diamonds, sapphires","Essential Lines necklace, 18K white gold, set with 61 brilliant-cut diamonds totaling 5.49 carats, and 60 brilliant-cut sapphires.",/content/dam/rcq/car/16/71/08/8/1671088.png
 N7424157,necklaces,Essential Lines necklace,73000.0,"white gold, diamonds","Essential Lines necklace, 18K white gold, set with 121 brilliant-cut diamonds totaling 10.89 carats.",/content/dam/rcq/car/13/61/59/9/1361599.png
 B7224515,necklaces,Diamants Légers necklace XS,950.0,"white gold, diamond","Diamants Légers necklace, 18K white gold, set with a brilliant-cut diamond of 0.04 carats.",/content/dam/rcq/car/13/61/40/3/1361403.png
 B7224573,necklaces,Etincelle de Cartier necklace,3750.0,"white gold, diamonds","Etincelle de Cartier necklace, 18K white gold, set with 6 brilliant-cut diamonds totaling 0.26 carats.",/content/dam/rcq/car/14/37/85/9/1437859.png
 N7424261,necklaces,Essential Lines necklace,39300.0,"white gold, sapphires","Essential Lines necklace, 18K white gold, set with 135 brilliant-cut sapphires.",/content/dam/rcq/car/16/71/09/0/1671090.png
 N7424155,necklaces,Essential Lines necklace,53000.0,"white gold, diamonds","Essential Lines necklace, 18K white gold, set with 135 brilliant-cut diamonds totaling 7.41 carats.",/content/dam/rcq/car/96/78/50/967850.png
 N7424259,necklaces,Essential Lines necklace,54500.0,"white gold, sapphires","Essential Lines necklace, 18K white gold, set with 121 brilliant-cut sapphires.",/content/dam/rcq/car/16/71/08/9/1671089.png
 H7000130,necklaces,Reflection de Cartier necklace,370000.0,"white gold, diamonds","Reflection de Cartier necklace, 18K white gold, set with 264 brilliant-cut diamonds totaling 11.40 carats, and with 132 baguette-cut diamonds totaling 14.25 carats.",/content/dam/rcq/car/13/61/50/2/1361502.png
 B7224513,necklaces,Juste un Clou necklace,3850.0,"pink gold, diamonds","Juste un Clou necklace, 18K rose gold, set with 14 brilliant-cut diamonds totaling 0.12 carats. Width: 2.2mm. Inner diameter 14.2mm. Adjustable chain length 39-41mm.",/content/dam/rcq/car/13/61/40/0/1361400.png
 B3047000,necklaces,Juste un Clou necklace,6350.0,"pink gold, diamonds","Juste un Clou necklace, 18K rose gold, set with 36 brilliant-cut diamonds totaling 0.38 carats. Width: 2.2mm. Inner diameter 14.2mm. Adjustable chain length 39-41cm.",/content/dam/rcq/car/13/65/34/9/1365349.png
 B7224511,necklaces,Juste un Clou necklace,6350.0,"yellow gold, diamonds","Juste un Clou necklace, 18K yellow gold, set with 36 brilliant-cut diamonds totaling 0.38 carat.",/content/dam/rcq/car/13/65/77/8/1365778.png
 N7413400,necklaces,Juste un Clou necklace,29100.0,"pink gold, diamonds","Juste un Clou necklace, 18K pink gold, set with 111 brilliant-cut diamonds (1.19 carats).",/content/dam/rcq/car/13/61/57/9/1361579.png
 N7424270,necklaces,Juste un Clou necklace,93500.0,"yellow gold, diamonds","Juste un Clou necklace, large model, 18K yellow gold, set with 162 brilliant-cut diamonds totaling 3.17 carats.",/content/dam/rcq/car/14/65/61/3/1465613.png
 N7424165,necklaces,Juste un Clou necklace,27100.0,yellow gold,"Juste un Clou necklace, small model, 18K yellow gold.",/content/dam/rcq/car/91/73/79/917379.png
 N7424243,necklaces,Juste un Clou necklace,93500.0,"pink gold, diamonds","Juste un Clou necklace, large model, 18K pink gold, set with 162 brilliant-cut diamonds totaling 3.17 carats.",/content/dam/rcq/car/14/69/80/6/1469806.png
 B7009100,necklaces,Santos de Cartier necklace,8000.0,white gold,"Santos-Dumont chain necklace, 18K white gold.",/content/dam/rcq/car/13/65/85/6/1365856.png
 B7060700,necklaces,Chain necklace,570.0,yellow gold,"Chain necklace, 18K yellow gold.",/content/dam/rcq/car/13/65/86/6/1365866.png
 B7060800,necklaces,Chain necklace,610.0,white gold,"Chain necklace, 18K white gold.",/content/dam/rcq/car/13/65/86/8/1365868.png
 B7224735,necklaces,Chain necklace,940.0,pink gold,"Chain necklace, 18K pink gold.",/content/dam/rcq/car/17/46/76/5/1746765.png
 B7060900,necklaces,Chain necklace,1250.0,"white gold, yellow gold, pink gold","Chain necklace, 18K white gold, 18K pink gold, 18K yellow gold.",/content/dam/rcq/car/13/65/87/0/1365870.png
 B7224736,necklaces,Chain necklace,1250.0,yellow gold,"Chain necklace, 18K yellow gold.",/content/dam/rcq/car/17/46/76/6/1746766.png
 B7012000,necklaces,Chain necklace,1340.0,white gold,"Chain necklace, 18K white gold.",/content/dam/rcq/car/13/65/85/8/1365858.png
 B7009000,necklaces,Santos de Cartier necklace,7450.0,yellow gold,"Santos-Dumont chain necklace, 18K yellow gold.",/content/dam/rcq/car/13/65/85/4/1365854.png
 N7408300,necklaces,"Maillon Panthère thin necklace, 3 diamond-paved rows",87000.0,"white gold, diamonds","Maillon Panthère necklace, 18K white gold, set with 821 brilliant-cut diamonds totaling 6.43 carats.",/content/dam/rcq/car/13/66/33/8/1366338.png
 B3153111,necklaces,Cross pendant,570.0,yellow gold,"Cross pendant, 18K yellow gold",/content/dam/rcq/car/10/99/78/9/1099789.png
 B3153112,necklaces,Star pendant,570.0,yellow gold,"Star pendant, 18K yellow gold",/content/dam/rcq/car/10/99/79/0/1099790.png
 B3153113,necklaces,Hand of Fatima pendant,570.0,yellow gold,"Hand of Fatima pendant, 18K yellow gold",/content/dam/rcq/car/10/99/79/1/1099791.png
 B3040400,necklaces,Symbols necklace,1580.0,"pink gold, diamonds","C Heart of Cartier necklace, extra-small model, 18K pink gold, set with a brilliant-cut diamond of 0.01 carat.",/content/dam/rcq/car/13/61/32/2/1361322.png
 B7221600,necklaces,Symbols necklace,1690.0,"white gold, diamond","C Heart of Cartier pendant, extra-small model, 18K white gold set with a brilliant-cut diamond of 0.01 carat.",/content/dam/rcq/car/13/61/38/8/1361388.png
 B7221700,necklaces,Symbols necklace,2440.0,"white gold, diamonds","Cross necklace, 18K white gold, set with 11 brilliant-cut diamonds totaling 0.13 carat.",/content/dam/rcq/car/13/61/38/9/1361389.png
 B3153118,necklaces,Hearts and Symbols pendant,2810.0,"pink gold, diamonds","Hand of Fatima necklace, 18K pink gold, set with 14 brilliant-cut diamonds totaling 0.17 carats",/content/dam/rcq/car/16/22/65/4/1622654.png
 B3153119,necklaces,Hearts and Symbols pendant,3050.0,"white gold, diamond","Hand of Fatima necklace, 18K white gold, set with 14 brilliant-cut diamonds totaling 0.17 carats",/content/dam/rcq/car/16/22/65/5/1622655.png
 B3153116,necklaces,Hearts and Symbols pendant,2490.0,"pink gold, diamonds","Etoile necklace, 18K pink gold, set with 12 brilliant-cut diamonds totaling 0.15 carats.",/content/dam/rcq/car/16/22/65/2/1622652.png
 B3153117,necklaces,Hearts and Symbols pendant,2670.0,"white gold, diamonds","Etoile necklace, 18K white gold, set with 12 brilliant-cut diamonds totaling 0.15 carats.",/content/dam/rcq/car/16/22/65/3/1622653.png
 N7424320,necklaces,Agrafe necklace,17600.0,"pink gold, diamonds","Agrafe necklace, 18K pink gold, set with 73 brilliant-cut pavé diamonds totaling 1.48 carats.",/content/dam/rcq/car/13/66/18/6/1366186.png
 N7424321,necklaces,Agrafe necklace,18900.0,"white gold, diamonds","Agrafe necklace, 18K white gold, set with 73 brilliant-cut pavé diamonds totaling 1.48 carats.",/content/dam/rcq/car/13/66/17/8/1366178.png
 N3029200,necklaces,Agrafe necklace,17600.0,"pink gold, diamonds","Agrafe necklace, 18K pink gold, set with 70 brilliant-cut diamonds totaling 1.51 carats.",/content/dam/rcq/car/13/66/18/6/1366186.png
 N3028000,necklaces,Agrafe necklace,18900.0,"white gold, diamonds","Agrafe necklace, 18K white gold, set with 70 brilliant-cut diamonds totaling 1.51 carats.",/content/dam/rcq/car/13/66/17/8/1366178.png
 N7424294,necklaces,Agrafe necklace,37000.0,"pink gold, diamonds","Agrafe Résille necklace, 18K pink gold, set with 78 brilliant-cut diamonds totaling 2.85 carats.",/content/dam/rcq/car/16/49/64/1/1649641.png
 N7424296,necklaces,Agrafe necklace,67500.0,"pink gold, diamonds","Agrafe Résille necklace, 18K pink gold, set with 102 brilliant-cut diamonds totaling 5.10 carats.",/content/dam/rcq/car/16/48/36/2/1648362.png
 H7000014,necklaces,Agrafe necklace,97000.0,"pink gold, diamonds","Agrafe Résille necklace, 18K pink gold, set with 197 brilliant-cut diamonds totaling 6.46 carats.",/content/dam/rcq/car/13/65/77/9/1365779.png
 H7000544,necklaces,Pluie de Cartier necklace,103000.0,"white gold, diamonds","Pluie de Cartier necklace, 18K white gold, set with diamonds.",/content/dam/rcq/car/19/05/87/4/1905874.png
 N7424285,necklaces,Pluie de Cartier necklace,29600.0,"white gold, diamonds","Pluie de Cartier necklace, 18K white gold, set with 6 pear-shaped diamonds totaling 1.76 carats and 14 brilliant-cut diamonds totaling 0.42 carat.",/content/dam/rcq/car/16/49/63/6/1649636.png
 N7424284,necklaces,Pluie de Cartier necklace,9950.0,"white gold, diamonds","Pluie de Cartier necklace, 18K white gold, set with 17 brilliant-cut diamonds totaling 0.96 carat.",/content/dam/rcq/car/16/43/53/6/1643536.png
 H7000308,necklaces,Pluie de Cartier necklace,263000.0,"white gold, diamonds","Pluie de Cartier necklace, 18K white gold, set with diamonds totaling 27.7 carats.",/content/dam/rcq/car/19/05/19/4/1905194.png
 N7424312,necklaces,Clash de Cartier necklace Diamonds,6250.0,"pink gold, diamonds","Clash de Cartier necklace, 18K pink gold, set with 10 brilliant-cut diamonds totaling 0.29 carats. Pendant size: 37mm. Width: 6.8mm. Adjustable chain length: 38-41cm",/content/dam/rcq/car/18/09/16/3/1809163.png
 B7224744,necklaces,Clash de Cartier necklace Small Model,2370.0,pink gold,"Clash de Cartier necklace, small model, 18K pink gold. Pendant size: 41.5mm. Width: 6.4mm. Adjustable chain length: 38-41cm",/content/dam/rcq/car/18/12/44/5/1812445.png
 B7224745,necklaces,Clash de Cartier necklace Medium Model,3500.0,pink gold,"Clash de Cartier necklace, medium model, 18K pink gold. Pendant size: 44mm. Width: 8mm. Adjustable chain length: 38-41cm",/content/dam/rcq/car/18/12/44/7/1812447.png
 B8301238,earrings,"Amulette de Cartier earrings, XS model",2910.0,"yellow gold, white mother-of-pearl, diamonds","Amulette de Cartier earrings, XS model, 18K yellow gold, white mother-of-pearl, set with 2 brilliant-cut diamonds totaling 0.05 carats. Diameter of motifs: 12 mm.",/content/dam/rcq/car/10/88/81/5/1088815.png
 B8301230,earrings,"Amulette de Cartier earrings, XS model",4150.0,"pink gold, onyx, diamonds","Amulette de Cartier earrings, XS model, 18K pink gold, onyx, set with 4 brilliant-cut diamonds totaling 0.14 carats. Diameter of motifs: 12 mm.",/content/dam/rcq/car/10/54/04/5/1054045.png
 B8301239,earrings,"Amulette de Cartier earrings, XS model",2910.0,"pink gold, onyx, diamonds","Amulette de Cartier earrings, XS model, 18K pink gold, onyx, set with 2 brilliant-cut diamonds totaling 0.05 carats. Diameter of motifs: 12 mm.",/content/dam/rcq/car/10/88/81/6/1088816.png
 B8301229,earrings,"Amulette de Cartier earrings, XS model",4150.0,"yellow gold, white mother-of-pearl, diamonds","Amulette de Cartier earrings, XS model, 18K yellow gold, white mother-of-pearl, set with 4 brilliant-cut diamonds totaling 0.14 carats. Diameter of motifs: 12 mm.",/content/dam/rcq/car/10/54/04/4/1054044.png
 B8301251,earrings,"Amulette de Cartier earrings, XS model",6700.0,"pink gold, onyx, white mother-of-pearl, diamond","Amulette de Cartier earrings, extra-small model, 18K pink gold, onyx, white mother-of-pearl, each set with 2 brilliant-cut diamond totaling 0.11 carat. Motif diameter: 12 mm.",/content/dam/rcq/car/14/37/79/8/1437798.png
 B8301421,earrings,Love single earring,500.0,yellow gold,"Love single earring, 18K yellow gold. Diameter 6 mm. Sold individually.",/content/dam/rcq/car/19/35/83/4/1935834.png
 B8301422,earrings,Love single earring,810.0,pink gold,"Love single earring, 18K pink gold. Diameter 12mm. Sold individually.",/content/dam/rcq/car/19/43/67/2/1943672.png
 B8301254,earrings,Love earrings,1370.0,pink gold,"Love earrings, 18K rose gold. Inner diameter 7.2mm.",/content/dam/rcq/car/15/33/26/2/1533262.png
 B8301255,earrings,Love earrings,1370.0,yellow gold,"Love earrings, 18K yellow gold. Inner diameter 7.2mm.",/content/dam/rcq/car/15/33/26/3/1533263.png
 B8301256,earrings,Love earrings,1470.0,white gold,"Love earrings, 18K white gold. Inner diameter 7.2mm.",/content/dam/rcq/car/15/33/26/4/1533264.png
 B8301424,earrings,Love single earring,1750.0,"white gold, diamond","Love earring, 18K white gold, set with 12 brilliant-cut diamonds totaling 0.05 carat. Diameter: 12 mm. Sold individually.",/content/dam/rcq/car/19/43/67/0/1943670.png
 B8028800,earrings,Love earrings,1770.0,yellow gold,"Love earrings, 18K yellow gold. Width: 2.65mm. Inner diameter 10mm.",/content/dam/rcq/car/15/28/58/1/1528581.png
 B8029000,earrings,Love earrings,1770.0,pink gold,"Love earrings, 18K rose gold. Width: 2.65mm. Inner diameter 10mm.",/content/dam/rcq/car/15/42/68/1/1542681.png
 B8028900,earrings,Love earrings,1890.0,white gold,"Love earrings, 18K white gold. Width: 2.65mm. Inner diameter 10mm.",/content/dam/rcq/car/15/42/67/1/1542671.png
 B8022500,earrings,Love earrings,3150.0,yellow gold,"Love earrings, 18K yellow gold. Width: 5.7mm.",/content/dam/rcq/car/15/42/57/1/1542571.png
 B8028200,earrings,Love earrings,3750.0,yellow gold,"Love earrings, 18K yellow gold. Width: 3.6mm. Inner diameter 32.6mm.",/content/dam/rcq/car/58/46/37/584637.png
 B8028300,earrings,Love earrings,4000.0,white gold,"Love earrings, 18K white gold. Width: 3.6mm. Inner diameter 32.6mm.",/content/dam/rcq/car/58/98/05/589805.png
 B8301433,earrings,Love earrings,4050.0,"pink gold, diamond","Love earrings, 18K pink gold, each set with 3 brilliant-cut diamonds totaling 0.13 carat.",/content/dam/rcq/car/20/27/79/6/2027796.png
 B8022900,earrings,"Love earrings, 2 diamonds",4650.0,"yellow gold, diamonds","Love earrings, 18K yellow gold, each set with 1 brilliant-cut diamond totaling 0.07 carats. Width: 5.7mm.",/content/dam/rcq/car/10/32/57/2/1032572.png
 B8301218,earrings,Love earrings,4650.0,"pink gold, diamonds","Love earrings, 18K rose gold, each set with 1 brilliant-cut diamonds totaling 0.07 carats. Width: 5.7mm.",/content/dam/rcq/car/10/32/57/4/1032574.png
 B8022800,earrings,"Love earrings, 2 diamonds",5000.0,"white gold, diamonds","Love earrings, 18K white gold, each set with 1 brilliant-cut diamond totaling 0.07 carats. Width: 5.7mm.",/content/dam/rcq/car/10/32/57/0/1032570.png
 N8515192,earrings,Love earrings,10400.0,"pink gold, diamond","Love earrings, 18K pink gold, each set with 48 brilliant-cut diamonds totaling 0.51 carat.",/content/dam/rcq/car/20/27/79/8/2027798.png
 N8515193,earrings,Love earrings,11100.0,"white gold, diamond","Love earrings, 18K white gold, each set with 48 brilliant-cut diamonds totaling 0.51 carat.",/content/dam/rcq/car/20/27/80/0/2027800.png
 B8301423,earrings,Love single earring,810.0,yellow gold,"Love single earring, 18K yellow gold. Diameter 12mm. Sold individually.",/content/dam/rcq/car/19/43/66/9/1943669.png
 B8044700,earrings,Panthère de Cartier earrings,11200.0,"yellow gold, lacquer, diamonds, tsavorite garnets, onyx","Panthère de Cartier earrings, 18K yellow gold, black lacquer, each set with 5 brilliant-cut diamonds totaling 0.01 carat. Tsavorite garnets, onyx.",/content/dam/rcq/car/58/97/00/589700.png
 N8050700,earrings,Panthère de Cartier earrings,13700.0,"white gold, diamonds, emeralds, onyx","Panthère de Cartier earrings, 18K white gold, each set with 63 brilliant-cut diamonds totaling 0.38 carat. Emeralds, onyx.",/content/dam/rcq/car/59/27/43/592743.png
 N8515072,earrings,Panthère de Cartier earrings,24700.0,"yellow gold, diamonds, tsavorite garnets, onyx","Panthère de Cartier drop earrings, 18K yellow gold, set with 34 brilliant-cut diamonds totaling 0.09 carats, tsavorite garnet eyes, onyx.",/content/dam/rcq/car/96/86/78/968678.png
 N8503200,earrings,Panthère de Cartier earrings,37700.0,"white gold, diamonds, emeralds, onyx","Panthère de Cartier earrings, 18K white gold, each set with 76 brilliant-cut diamonds totaling 0.72 carat. Emeralds, onyx.",/content/dam/rcq/car/58/51/83/585183.png
