id,season,match_no,date,player_name,comment,R,B,M,fours,sixs,SR
545,2018/19,1st, Jan 5 2019,Alex Hales,,0,1,-,0,0,0.00
11,2012/13,Semi-Final,Feb 18 2013,Paul Stirling,,14,11,11,3,0,127.27
544,2018/19,2nd, Jan 5 2019,Sunil Narine,,38,28,-,4,2,135.71
110,2012/13,37th,Feb 12 2013,Nazmul Hossain Milon,not out ,36,14,15,0,5,257.14
543,2018/19,3rd, Jan 6 2019,David Warner,,14,13,-,3,0,107.69
120,2012/13,27th, Feb 5 2013,Sohag Gazi,,1,2,7,0,0,50.00
19,2012/13,38th,Feb 12 2013,Darren Stevens,,10,9,15,1,0,111.11
18,2012/13,39th,Feb 13 2013,Charles Coventry,,24,15,13,3,2,160.00
111,2012/13,36th,Feb 11 2013,Nasir Hossain,,23,12,15,1,2,191.66
17,2012/13,40th,Feb 13 2013,Sabbir Rahman,,18,14,23,2,0,128.57
16,2012/13,41st,Feb 14 2013,Phil Mustard,,18,19,31,0,0,94.73
15,2012/13,42nd,Feb 14 2013,Darren Stevens,,21,21,38,2,0,100.00
119,2012/13,28th, Feb 5 2013,Kevin O'Brien,,20,12,15,1,2,166.66
116,2012/13,31st, Feb 8 2013,Ziaur Rahman,lbw b Sunzamul Islam,3,4,8,0,0,75.00
115,2012/13,32nd, Feb 8 2013,Hamilton Masakadza,,2,9,11,0,0,22.22
118,2012/13,29th, Feb 7 2013,Nazimuddin,,4,4,2,1,0,100.00
117,2012/13,30th, Feb 7 2013,Paul Stirling,,20,12,20,4,0,166.66
114,2012/13,33rd, Feb 9 2013,Shamsur Rahman,c Cooper b Rubel Hossain,17,13,16,2,1,130.76
113,2012/13,34th, Feb 9 2013,Shafiul Islam,c †Anamul Haque b Thomas,7,8,9,1,0,87.50
14,2012/13,Race,Feb 15 2013,Mohammad Ashraful,,1,4,4,0,0,25.00
542,2018/19,4th, Jan 6 2019,Mehedi Maruf,,5,13,-,1,0,38.46
112,2012/13,35th,Feb 11 2013,Nazimuddin,,1,3,4,0,0,33.33
13,2012/13,Elimination,Feb 16 2013,Dilshan Munaweera,,12,17,27,2,0,70.58
545,2018/19,1st, Jan 5 2019,Mohammad Mithun,,0,2,-,0,0,0.00
11,2012/13,Semi-Final,Feb 18 2013,Dwayne Smith,,5,13,20,0,0,38.46
544,2018/19,2nd, Jan 5 2019,Kieron Pollard,,3,10,-,0,0,30.00
110,2012/13,37th,Feb 12 2013,Daniel Harris,,14,11,15,1,1,127.27
543,2018/19,3rd, Jan 6 2019,Towhid Hridoy,,8,24,-,1,0,33.33
120,2012/13,27th, Feb 5 2013,Sohrawordi Shuvo,not out ,18,11,15,2,0,163.63
19,2012/13,38th,Feb 12 2013,Josh Cobb,,5,5,15,1,0,100.00
18,2012/13,39th,Feb 13 2013,Simon Katich,,53,39,82,6,0,135.89
111,2012/13,36th,Feb 11 2013,Cameron Borgas,,5,9,13,0,0,55.55
17,2012/13,40th,Feb 13 2013,Phil Mustard,,18,19,26,2,0,94.73
16,2012/13,41st,Feb 14 2013,Farveez Maharoof,not out ,34,34,56,1,2,100.00
15,2012/13,42nd,Feb 14 2013,Mashrafe Mortaza,,0,2,4,0,0,0.00
119,2012/13,28th, Feb 5 2013,Nasir Hossain,,14,10,17,2,0,140.00
116,2012/13,31st, Feb 8 2013,Muktar Ali,not out ,41,30,41,4,2,136.66
115,2012/13,32nd, Feb 8 2013,Paul Stirling,,0,1,3,0,0,0.00
118,2012/13,29th, Feb 7 2013,Shahriar Nafees,,15,17,28,3,0,88.23
117,2012/13,30th, Feb 7 2013,Mushfiqur Rahim,,56,31,55,5,2,180.64
114,2012/13,33rd, Feb 9 2013,Junaid Siddique,c ten Doeschate b Tait,9,6,12,2,0,150.00
113,2012/13,34th, Feb 9 2013,Elias Sunny,not out ,1,2,8,0,0,50.00
14,2012/13,Race,Feb 15 2013,Shakib Al Hasan,,38,21,22,2,4,180.95
542,2018/19,4th, Jan 6 2019,Alex Hales,,15,9,-,1,1,166.66
112,2012/13,35th,Feb 11 2013,Samiullah Shinwari,,2,2,2,0,0,100.00
13,2012/13,Elimination,Feb 16 2013,Jahurul Islam,,1,2,5,0,0,50.00
545,2018/19,1st, Jan 5 2019,Rilee Rossouw,,7,6,-,1,0,116.66
11,2012/13,Semi-Final,Feb 18 2013,Mushfiqur Rahim,,36,20,47,3,2,180.00
544,2018/19,2nd, Jan 5 2019,Shakib Al Hasan,,2,7,-,0,0,28.57
110,2012/13,37th,Feb 12 2013,Shahriar Nafees,,8,6,10,1,0,133.33
543,2018/19,3rd, Jan 6 2019,Afif Hossain,,19,16,-,3,0,118.75
120,2012/13,27th, Feb 5 2013,Bishawnath Halder,not out ,4,5,10,0,0,80.00
19,2012/13,38th,Feb 12 2013,Litton Das,,1,2,3,0,0,50.00
18,2012/13,39th,Feb 13 2013,Dilshan Munaweera,,35,25,35,4,1,140.00
111,2012/13,36th,Feb 11 2013,Danza Hyatt,,16,10,15,1,1,160.00
17,2012/13,40th,Feb 13 2013,Alauddin Babu,,3,4,5,0,0,75.00
16,2012/13,41st,Feb 14 2013,Alauddin Babu,,5,9,9,0,0,55.55
15,2012/13,42nd,Feb 14 2013,Raqibul Hasan,,0,0,2,0,0,-
119,2012/13,28th, Feb 5 2013,Cameron Borgas,,16,15,34,0,1,106.66
116,2012/13,31st, Feb 8 2013,Naeem Islam jnr,lbw b Santokie,3,6,7,0,0,50.00
115,2012/13,32nd, Feb 8 2013,Mohammad Nabi,,35,33,59,5,0,106.06
118,2012/13,29th, Feb 7 2013,Daniel Harris,,0,0,1,0,0,-
117,2012/13,30th, Feb 7 2013,Nazmul Hossain Milon,,13,10,15,2,0,130.00
114,2012/13,33rd, Feb 9 2013,Imrul Kayes,lbw b Cooper,48,40,58,3,3,120.00
113,2012/13,34th, Feb 9 2013,Nazmul Islam,not out ,8,3,2,2,0,266.66
14,2012/13,Race,Feb 15 2013,Darren Stevens,,0,1,1,0,0,0.00
542,2018/19,4th, Jan 6 2019,Mohammad Mithun,,19,17,-,3,0,111.76
112,2012/13,35th,Feb 11 2013,Farhad Reza,not out ,1,1,3,0,0,100.00
13,2012/13,Elimination,Feb 16 2013,Sean Ervine,not out ,47,48,81,4,1,97.91
545,2018/19,1st, Jan 5 2019,Ravi Bopara,,44,47,-,3,2,93.61
11,2012/13,Semi-Final,Feb 18 2013,Mohammad Nabi,,10,15,18,0,0,66.66
544,2018/19,2nd, Jan 5 2019,Andre Russell,not out ,21,19,-,2,1,110.52
110,2012/13,37th,Feb 12 2013,Travis Birt,,8,7,10,0,1,114.28
543,2018/19,3rd, Jan 6 2019,Sabbir Rahman,,7,5,-,0,1,140.00
120,2012/13,27th, Feb 5 2013,Dilshan Munaweera,,21,16,21,3,1,131.25
19,2012/13,38th,Feb 12 2013,Alfonso Thomas,,6,9,12,1,0,66.66
18,2012/13,39th,Feb 13 2013,Ziaur Rahman,,26,17,18,2,2,152.94
111,2012/13,36th,Feb 11 2013,Kevin O'Brien,,3,4,4,0,0,75.00
17,2012/13,40th,Feb 13 2013,Alok Kapali,not out ,34,16,22,4,1,212.50
16,2012/13,41st,Feb 14 2013,Elias Sunny,,30,20,24,5,0,150.00
15,2012/13,42nd,Feb 14 2013,Jason Roy,,9,15,15,0,1,60.00
119,2012/13,28th, Feb 5 2013,Shamsur Rahman,,1,5,4,0,0,20.00
116,2012/13,31st, Feb 8 2013,Monir Hossain,c Mubarak b Santokie,1,3,3,0,0,33.33
115,2012/13,32nd, Feb 8 2013,Mominul Haque,,1,2,3,0,0,50.00
118,2012/13,29th, Feb 7 2013,Riki Wessels,,5,8,7,1,0,62.50
117,2012/13,30th, Feb 7 2013,Mominul Haque,not out ,23,20,40,2,0,115.00
114,2012/13,33rd, Feb 9 2013,Cameron Borgas,c sub (Marshall Ayub) b Cooper,48,41,58,3,2,117.07
113,2012/13,34th, Feb 9 2013,Tillakaratne Dilshan,not out ,49,39,62,7,0,125.64
14,2012/13,Race,Feb 15 2013,Anamul Haque,,0,5,3,0,0,0.00
542,2018/19,4th, Jan 6 2019,Ravi Bopara,not out ,40,29,-,3,1,137.93
112,2012/13,35th,Feb 11 2013,Tillakaratne Dilshan,,4,8,14,0,0,50.00
13,2012/13,Elimination,Feb 16 2013,Farhad Hossain,,5,17,26,0,0,29.41
545,2018/19,1st, Jan 5 2019,Benny Howell,,8,11,-,1,0,72.72
11,2012/13,Semi-Final,Feb 18 2013,Elton Chigumbura,not out ,42,25,44,3,3,168.00
544,2018/19,2nd, Jan 5 2019,Nurul Hasan,,1,2,-,0,0,50.00
110,2012/13,37th,Feb 12 2013,Jehan Mubarak,,0,3,2,0,0,0.00
543,2018/19,3rd, Jan 6 2019,Nicholas Pooran,,41,26,-,5,2,157.69
120,2012/13,27th, Feb 5 2013,Charles Coventry,,20,17,15,4,0,117.64
19,2012/13,38th,Feb 12 2013,Mahbubul Alam,,6,3,7,0,1,200.00
18,2012/13,39th,Feb 13 2013,Jahurul Islam,,1,2,4,0,0,50.00
111,2012/13,36th,Feb 11 2013,Dhiman Ghosh,,4,3,6,0,0,133.33
17,2012/13,40th,Feb 13 2013,Hamid Hassan,,2,5,2,0,0,40.00
16,2012/13,41st,Feb 14 2013,Shamsur Rahman,,3,6,10,0,0,50.00
15,2012/13,42nd,Feb 14 2013,Nurul Hasan,,43,30,62,5,2,143.33
119,2012/13,28th, Feb 5 2013,Danza Hyatt,,1,7,6,0,0,14.28
116,2012/13,31st, Feb 8 2013,Ben Edmondson,not out ,0,1,7,0,0,0.00
115,2012/13,32nd, Feb 8 2013,Nazmul Hossain Milon,,3,6,6,0,0,50.00
118,2012/13,29th, Feb 7 2013,Jehan Mubarak,,9,16,27,1,0,56.25
117,2012/13,30th, Feb 7 2013,Elton Chigumbura,not out ,27,13,18,0,3,207.69
114,2012/13,33rd, Feb 9 2013,Kevin O'Brien,not out ,13,8,19,2,0,162.50
113,2012/13,34th, Feb 9 2013,Mohammad Ashraful,c Hamid Hassan b Azhar Mahmood,6,5,9,1,0,120.00
14,2012/13,Race,Feb 15 2013,Kieron Pollard,,18,17,33,2,0,105.88
542,2018/19,4th, Jan 6 2019,Paul Stirling,,61,46,-,8,1,132.60
112,2012/13,35th,Feb 11 2013,Mohammad Ashraful,not out ,103,58,88,14,2,177.58
13,2012/13,Elimination,Feb 16 2013,Ziaur Rahman,,0,2,2,0,0,0.00
545,2018/19,1st, Jan 5 2019,Farhad Reza,,3,9,-,0,0,33.33
11,2012/13,Semi-Final,Feb 18 2013,Nazmul Hossain Milon,,8,7,9,1,0,114.28
544,2018/19,2nd, Jan 5 2019,Shuvagata Hom,not out ,38,14,-,5,2,271.42
110,2012/13,37th,Feb 12 2013,Riki Wessels,not out ,26,39,62,2,0,66.66
543,2018/19,3rd, Jan 6 2019,Alok Kapali,,19,20,-,0,1,95.00
120,2012/13,27th, Feb 5 2013,Chamara Kapugedera,,4,4,11,0,0,100.00
19,2012/13,38th,Feb 12 2013,Chris Liddle,,0,3,4,0,0,0.00
18,2012/13,39th,Feb 13 2013,Muktar Ali,not out ,6,13,19,0,0,46.15
111,2012/13,36th,Feb 11 2013,Fidel Edwards,not out ,7,6,10,1,0,116.66
17,2012/13,40th,Feb 13 2013,Elias Sunny,,20,11,10,2,1,181.81
16,2012/13,41st,Feb 14 2013,Junaid Siddique,,0,2,2,0,0,0.00
15,2012/13,42nd,Feb 14 2013,Marshall Ayub,,32,26,40,5,0,123.07
119,2012/13,28th, Feb 5 2013,Taposh Ghosh,,1,4,8,0,0,25.00
116,2012/13,31st, Feb 8 2013,Riki Wessels,c Kapugedera b Edmondson,11,9,9,2,0,122.22
115,2012/13,32nd, Feb 8 2013,Jashimuddin,c †Taylor b Rubel Hossain,2,4,8,0,0,50.00
118,2012/13,29th, Feb 7 2013,Asif Ahmed,,6,5,4,1,0,120.00
114,2012/13,33rd, Feb 9 2013,Nasir Hossain,c Miller b Tait,4,4,3,1,0,100.00
113,2012/13,34th, Feb 9 2013,Shakib Al Hasan,c Nazmul Islam b Shuvagata Hom,54,31,47,7,1,174.19
14,2012/13,Race,Feb 15 2013,Mashrafe Mortaza,,10,12,22,0,1,83.33
542,2018/19,4th, Jan 6 2019,Junaid Siddique,,33,30,-,3,1,110.00
112,2012/13,35th,Feb 11 2013,Shakib Al Hasan,,1,4,4,0,0,25.00
13,2012/13,Elimination,Feb 16 2013,Muktar Ali,,18,21,27,2,0,85.71
545,2018/19,1st, Jan 5 2019,Mashrafe Mortaza,,2,11,-,0,0,18.18
11,2012/13,Semi-Final,Feb 18 2013,Sohag Gazi,,0,1,3,0,0,0.00
544,2018/19,2nd, Jan 5 2019,Mohammad Hafeez,,29,28,-,4,0,103.57
110,2012/13,37th,Feb 12 2013,Mohammad Mithun,,60,47,50,3,4,127.65
543,2018/19,3rd, Jan 6 2019,Taskin Ahmed,,4,7,-,0,0,57.14
120,2012/13,27th, Feb 5 2013,Jahurul Islam,not out ,49,37,69,2,2,132.43
19,2012/13,38th,Feb 12 2013,Mosharraf Hossain,not out ,0,0,1,0,0,-
18,2012/13,39th,Feb 13 2013,Chamara Kapugedera,,1,2,3,0,0,50.00
111,2012/13,36th,Feb 11 2013,Abdur Razzak,not out ,5,5,9,0,0,100.00
17,2012/13,40th,Feb 13 2013,Nazmul Islam,not out ,0,0,4,0,0,-
16,2012/13,41st,Feb 14 2013,Imrul Kayes,,7,8,16,1,0,87.50
15,2012/13,42nd,Feb 14 2013,Ryan ten Doeschate,,6,9,9,0,0,66.66
119,2012/13,28th, Feb 5 2013,Dhiman Ghosh,not out ,36,27,36,1,1,133.33
116,2012/13,31st, Feb 8 2013,Shahriar Nafees,c Monir Hossain b Edmondson,71,51,78,11,0,139.21
115,2012/13,32nd, Feb 8 2013,Elton Chigumbura,,0,1,1,0,0,0.00
118,2012/13,29th, Feb 7 2013,Farhad Reza,,13,14,26,2,0,92.85
114,2012/13,33rd, Feb 9 2013,Danza Hyatt,not out ,20,8,11,2,1,250.00
113,2012/13,34th, Feb 9 2013,Raqibul Hasan,not out ,1,1,5,0,0,100.00
14,2012/13,Race,Feb 15 2013,Alfonso Thomas,not out ,3,5,6,0,0,60.00
542,2018/19,4th, Jan 6 2019,Najmul Hossain Shanto,,1,2,-,0,0,50.00
112,2012/13,35th,Feb 11 2013,Anamul Haque,,0,5,5,0,0,0.00
13,2012/13,Elimination,Feb 16 2013,Isuru Udana,not out ,2,2,5,0,0,100.00
545,2018/19,1st, Jan 5 2019,Sohag Gazi,,21,17,-,3,0,123.52
11,2012/13,Semi-Final,Feb 18 2013,Sohrawordi Shuvo,not out ,6,6,10,1,0,100.00
544,2018/19,2nd, Jan 5 2019,Mominul Haque,,8,5,-,1,0,160.00
110,2012/13,37th,Feb 12 2013,Mizanur Rahman,,1,2,2,0,0,50.00
543,2018/19,3rd, Jan 6 2019,Sandeep Lamichhane,not out ,1,2,-,0,0,50.00
120,2012/13,27th, Feb 5 2013,Sean Ervine,,1,4,3,0,0,25.00
19,2012/13,38th,Feb 12 2013,Joe Denly,,13,10,10,2,0,130.00
18,2012/13,39th,Feb 13 2013,Isuru Udana,not out ,6,7,6,1,0,85.71
111,2012/13,36th,Feb 11 2013,Charles Coventry,,0,1,1,0,0,0.00
17,2012/13,40th,Feb 13 2013,Hamilton Masakadza,,0,3,2,0,0,0.00
16,2012/13,41st,Feb 14 2013,Nasir Hossain,,1,2,3,0,0,50.00
15,2012/13,42nd,Feb 14 2013,Ariful Haque,,19,17,24,1,1,111.76
119,2012/13,28th, Feb 5 2013,Mohammad Sharif,,21,24,28,1,0,87.50
116,2012/13,31st, Feb 8 2013,Travis Birt,c †Jahurul Islam b Ervine,23,26,41,2,1,88.46
115,2012/13,32nd, Feb 8 2013,Sohrawordi Shuvo,,13,14,16,1,0,92.85
118,2012/13,29th, Feb 7 2013,Krishmar Santokie,,8,8,11,1,0,100.00
14,2012/13,Race,Feb 15 2013,Mosharraf Hossain,,3,4,4,0,0,75.00
542,2018/19,4th, Jan 6 2019,Mahmudullah,,24,17,-,4,0,141.17
112,2012/13,35th,Feb 11 2013,Josh Cobb,,31,20,31,1,3,155.00
13,2012/13,Elimination,Feb 16 2013,Jason Roy,,30,24,23,3,2,125.00
545,2018/19,1st, Jan 5 2019,Nazmul Islam,,4,5,-,0,0,80.00
11,2012/13,Semi-Final,Feb 18 2013,Naeem Islam,,31,27,39,2,1,114.81
544,2018/19,2nd, Jan 5 2019,Soumya Sarkar,,4,3,-,0,0,133.33
110,2012/13,37th,Feb 12 2013,Krishmar Santokie,,8,4,3,0,1,200.00
543,2018/19,3rd, Jan 6 2019,Al-Amin Hossain,not out ,1,2,-,0,0,50.00
120,2012/13,27th, Feb 5 2013,Ziaur Rahman,,19,24,35,0,1,79.16
19,2012/13,38th,Feb 12 2013,Brad Hodge,not out ,70,44,56,8,3,159.09
111,2012/13,36th,Feb 11 2013,Simon Katich,,27,13,19,5,1,207.69
17,2012/13,40th,Feb 13 2013,Paul Stirling,,42,29,50,6,1,144.82
16,2012/13,41st,Feb 14 2013,Cameron Borgas,,32,30,40,3,1,106.66
15,2012/13,42nd,Feb 14 2013,Aftab Ahmed,,2,6,8,0,0,33.33
119,2012/13,28th, Feb 5 2013,Murad Khan,,0,1,1,0,0,0.00
116,2012/13,31st, Feb 8 2013,Jehan Mubarak,not out ,30,27,33,2,2,111.11
115,2012/13,32nd, Feb 8 2013,Sohag Gazi,not out ,10,6,19,2,0,166.66
118,2012/13,29th, Feb 7 2013,Dolar Mahmud,,2,3,3,0,0,66.66
14,2012/13,Race,Feb 15 2013,Shivnarine Chanderpaul,,5,7,15,1,0,71.42
542,2018/19,4th, Jan 6 2019,Ariful Haque,,12,13,-,0,0,92.30
112,2012/13,35th,Feb 11 2013,Darren Stevens,not out ,36,21,29,1,3,171.42
13,2012/13,Elimination,Feb 16 2013,Nurul Hasan,,14,16,32,2,0,87.50
545,2018/19,1st, Jan 5 2019,Shafiul Islam,not out ,1,1,-,0,0,100.00
11,2012/13,Semi-Final,Feb 18 2013,Jason Roy,,1,2,3,0,0,50.00
544,2018/19,2nd, Jan 5 2019,Laurie Evans,,10,13,-,1,0,76.92
110,2012/13,37th,Feb 12 2013,Noor Hossain,not out ,4,1,1,1,0,400.00
543,2018/19,3rd, Jan 6 2019,Tamim Iqbal,,35,34,-,1,1,102.94
120,2012/13,27th, Feb 5 2013,Muktar Ali,not out ,26,17,23,1,2,152.94
19,2012/13,38th,Feb 12 2013,Shuvagata Hom,,2,2,2,0,0,100.00
111,2012/13,36th,Feb 11 2013,Dilshan Munaweera,,22,15,26,3,1,146.66
17,2012/13,40th,Feb 13 2013,Imtiaz Hossain,,13,11,13,3,0,118.18
16,2012/13,41st,Feb 14 2013,Danza Hyatt,,25,28,49,3,0,89.28
15,2012/13,42nd,Feb 14 2013,Mehrab Hossain jnr,,6,6,11,0,0,100.00
119,2012/13,28th, Feb 5 2013,Fidel Edwards,absent ,-,-,-,-,-,-
116,2012/13,31st, Feb 8 2013,Mizanur Rahman,not out ,0,3,6,0,0,0.00
115,2012/13,32nd, Feb 8 2013,Sulieman Benn,,4,6,4,1,0,66.66
118,2012/13,29th, Feb 7 2013,Sunzamul Islam,c †Taylor b Cooper,2,4,10,0,0,50.00
14,2012/13,Race,Feb 15 2013,Paul Stirling,,16,14,20,1,1,114.28
542,2018/19,4th, Jan 6 2019,Carlos Brathwaite,not out ,6,4,-,1,0,150.00
13,2012/13,Elimination,Feb 16 2013,Ravi Bopara,not out ,34,30,64,3,0,113.33
545,2018/19,1st, Jan 5 2019,Mohammad Shahzad,,27,23,-,4,0,117.39
11,2012/13,Semi-Final,Feb 18 2013,Ravi Bopara,,0,1,2,0,0,0.00
544,2018/19,2nd, Jan 5 2019,Zakir Hasan,,2,5,-,0,0,40.00
543,2018/19,3rd, Jan 6 2019,Evin Lewis,,5,9,-,1,0,55.55
19,2012/13,38th,Feb 12 2013,Azhar Mahmood,,2,4,11,0,0,50.00
111,2012/13,36th,Feb 11 2013,Jahurul Islam,,5,4,5,1,0,125.00
17,2012/13,40th,Feb 13 2013,Mushfiqur Rahim,,34,34,52,1,1,100.00
16,2012/13,41st,Feb 14 2013,Dhiman Ghosh,,4,8,8,0,0,50.00
15,2012/13,42nd,Feb 14 2013,Taskin Ahmed,,0,1,1,0,0,0.00
115,2012/13,32nd, Feb 8 2013,Nazmul Hossain,,0,2,1,0,0,0.00
118,2012/13,29th, Feb 7 2013,Shapoor Zadran,not out ,0,7,7,0,0,0.00
14,2012/13,Race,Feb 15 2013,Dwayne Smith,,41,34,39,5,1,120.58
542,2018/19,4th, Jan 6 2019,Jahurul Islam,not out ,12,8,-,1,0,150.00
13,2012/13,Elimination,Feb 16 2013,Ryan ten Doeschate,,1,2,4,0,0,50.00
545,2018/19,1st, Jan 5 2019,Cameron Delport,,8,8,-,0,1,100.00
11,2012/13,Semi-Final,Feb 18 2013,Nurul Hasan,,33,30,48,5,0,110.00
544,2018/19,2nd, Jan 5 2019,Christiaan Jonker,,1,3,-,0,0,33.33
543,2018/19,3rd, Jan 6 2019,Imrul Kayes,,0,4,-,0,0,0.00
19,2012/13,38th,Feb 12 2013,Sabbir Rahman,not out ,25,21,30,1,1,119.04
111,2012/13,36th,Feb 11 2013,Ziaur Rahman,,36,18,46,3,2,200.00
17,2012/13,40th,Feb 13 2013,Mominul Haque,,14,16,35,1,0,87.50
16,2012/13,41st,Feb 14 2013,Kevin O'Brien,,29,16,29,2,2,181.25
15,2012/13,42nd,Feb 14 2013,Rubel Hossain,,0,1,3,0,0,0.00
14,2012/13,Race,Feb 15 2013,Mushfiqur Rahim,,86,44,76,6,5,195.45
13,2012/13,Elimination,Feb 16 2013,Mahmudullah,,7,16,21,0,0,43.75
545,2018/19,1st, Jan 5 2019,Mohammad Ashraful,,3,5,-,0,0,60.00
11,2012/13,Semi-Final,Feb 18 2013,Ryan ten Doeschate,not out ,44,28,64,4,1,157.14
544,2018/19,2nd, Jan 5 2019,Mehidy Hasan Miraz,,1,3,-,0,0,33.33
543,2018/19,3rd, Jan 6 2019,Steven Smith,,16,17,-,1,0,94.11
111,2012/13,36th,Feb 11 2013,Sean Ervine,,0,2,2,0,0,0.00
17,2012/13,40th,Feb 13 2013,Nazmul Hossain Milon,,1,4,3,0,0,25.00
16,2012/13,41st,Feb 14 2013,Abdur Razzak,,4,11,18,0,0,36.36
15,2012/13,42nd,Feb 14 2013,Arafat Sunny,not out ,7,5,8,1,0,140.00
14,2012/13,Race,Feb 15 2013,Nazmul Hossain Milon,,10,14,23,0,0,71.42
13,2012/13,Elimination,Feb 16 2013,Ariful Haque,,7,5,9,1,0,140.00
545,2018/19,1st, Jan 5 2019,Mushfiqur Rahim,,25,31,-,2,0,80.64
11,2012/13,Semi-Final,Feb 18 2013,Mahmudullah,,14,14,15,0,1,100.00
544,2018/19,2nd, Jan 5 2019,Alauddin Babu,,7,13,-,0,0,53.84
543,2018/19,3rd, Jan 6 2019,Shoaib Malik,,13,20,-,1,0,65.00
111,2012/13,36th,Feb 11 2013,Muktar Ali,,33,29,42,2,1,113.79
17,2012/13,40th,Feb 13 2013,Elton Chigumbura,,19,10,15,2,1,190.00
16,2012/13,41st,Feb 14 2013,Fidel Edwards,,3,10,10,0,0,30.00
15,2012/13,42nd,Feb 14 2013,Enamul Haque jnr,not out ,3,4,6,0,0,75.00
14,2012/13,Race,Feb 15 2013,Elton Chigumbura,,24,9,21,0,3,266.66
13,2012/13,Elimination,Feb 16 2013,Kevon Cooper,,0,3,4,0,0,0.00
545,2018/19,1st, Jan 5 2019,Sikandar Raza,,3,13,-,0,0,23.07
11,2012/13,Semi-Final,Feb 18 2013,Ariful Haque,,23,12,24,2,1,191.66
544,2018/19,2nd, Jan 5 2019,Qais Ahmad,,9,6,-,0,1,150.00
543,2018/19,3rd, Jan 6 2019,Anamul Haque,,5,5,-,0,0,100.00
111,2012/13,36th,Feb 11 2013,Isuru Udana,,7,4,8,1,0,175.00
17,2012/13,40th,Feb 13 2013,Mohammad Nabi,not out ,16,8,19,3,0,200.00
16,2012/13,41st,Feb 14 2013,Saju Datta,not out ,0,0,4,0,0,-
14,2012/13,Race,Feb 15 2013,Mohammad Nabi,not out ,0,0,3,0,0,-
13,2012/13,Elimination,Feb 16 2013,Jacob Oram,not out ,10,8,14,2,0,125.00
545,2018/19,1st, Jan 5 2019,Mosaddek Hossain,,2,7,-,0,0,28.57
11,2012/13,Semi-Final,Feb 18 2013,Kevon Cooper,,0,1,1,0,0,0.00
544,2018/19,2nd, Jan 5 2019,Arafat Sunny,,18,18,-,1,1,100.00
543,2018/19,3rd, Jan 6 2019,Shahid Afridi,not out ,39,25,-,5,2,156.00
111,2012/13,36th,Feb 11 2013,Abul Hasan,,6,7,8,0,0,85.71
17,2012/13,40th,Feb 13 2013,Sohag Gazi,,0,1,5,0,0,0.00
545,2018/19,1st, Jan 5 2019,Nayeem Hasan,,10,10,-,1,0,100.00
11,2012/13,Semi-Final,Feb 18 2013,Jacob Oram,not out ,0,1,5,0,0,0.00
544,2018/19,2nd, Jan 5 2019,Mustafizur Rahman,not out ,11,13,-,0,1,84.61
543,2018/19,3rd, Jan 6 2019,Mohammad Saifuddin,not out ,5,6,-,0,0,83.33
111,2012/13,36th,Feb 11 2013,Taijul Islam,not out ,6,8,15,0,0,75.00
17,2012/13,40th,Feb 13 2013,Sohrawordi Shuvo,,2,3,8,0,0,66.66
545,2018/19,1st, Jan 5 2019,Robbie Frylinck,not out ,12,10,-,1,0,120.00
111,2012/13,36th,Feb 11 2013,Monir Hossain,,14,11,13,2,0,127.27
17,2012/13,40th,Feb 13 2013,Sulieman Benn,not out ,0,0,1,0,0,-
545,2018/19,1st, Jan 5 2019,Sunzamul Islam,not out ,7,8,-,0,0,87.50
540,2018/19,6th, Jan 8 2019,Tamim Iqbal,,4,10,-,0,0,40.00
540,2018/19,6th, Jan 8 2019,Evin Lewis,,8,15,-,1,0,53.33
538,2018/19,8th, Jan 9 2019,Paul Stirling,,16,14,-,1,1,114.28
534,2018/19,12th,Jan 12 2019,Hazratullah Zazai,,4,4,-,1,0,100.00
539,2018/19,7th, Jan 9 2019,Litton Das,,0,2,-,0,0,0.00
541,2018/19,5th, Jan 8 2019,Hazratullah Zazai,,57,36,-,3,5,158.33
537,2018/19,9th,Jan 11 2019,Hazratullah Zazai,,1,3,-,0,0,33.33
540,2018/19,6th, Jan 8 2019,Imrul Kayes,,2,4,-,0,0,50.00
538,2018/19,8th, Jan 9 2019,Junaid Siddique,,23,18,-,4,0,127.77
534,2018/19,12th,Jan 12 2019,Sunil Narine,,25,21,-,2,2,119.04
536,2018/19,10th,Jan 11 2019,Mominul Haque,,3,7,-,0,0,42.85
539,2018/19,7th, Jan 9 2019,David Warner,,59,47,-,2,1,125.53
541,2018/19,5th, Jan 8 2019,Sunil Narine,,19,14,-,1,2,135.71
535,2018/19,11th,Jan 12 2019,Paul Stirling,,18,10,-,2,1,180.00
537,2018/19,9th,Jan 11 2019,Sunil Narine,,8,9,-,2,0,88.88
533,2018/19,13th,Jan 13 2019,Mominul Haque,,14,16,-,2,0,87.50
540,2018/19,6th, Jan 8 2019,Steven Smith,,0,5,-,0,0,0.00
538,2018/19,8th, Jan 9 2019,Jahurul Islam,,1,6,-,0,0,16.66
534,2018/19,12th,Jan 12 2019,Rony Talukdar,,58,34,-,5,3,170.58
536,2018/19,10th,Jan 11 2019,Mehidy Hasan Miraz,,30,17,-,6,0,176.47
539,2018/19,7th, Jan 9 2019,Nasir Hossain,,3,3,-,0,0,100.00
541,2018/19,5th, Jan 8 2019,Rony Talukdar,,28,18,-,3,2,155.55
526,2018/19,20th,Jan 18 2019,Jahurul Islam,,0,3,-,0,0,0.00
